Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit
Office Supplies,Houston,United States,AG-10675,Anna Gayman,Other,08-09-2021,US-2021-108987,77036,"Contico 72""H Heavy-Duty Storage System",Central,Consumer,CON,FALSE,10-09-2021,Second Class,Texas,Storage,0.2,-$0.03K
Office Supplies,Waco,United States,CB-12025,Cassandra Brandow,Staples in misc. colors,05-02-2022,US-2022-131282,76706,Staples in misc. colors,Central,Consumer,CON,TRUE,08-02-2022,Second Class,Texas,Art,0.2,$0.00K
Office Supplies,Chicago,United States,KL-16645,Ken Lonsdale,Xerox,04-06-2021,US-2021-157749,60610,Xerox 1957,Central,Consumer,CON,FALSE,09-06-2021,Second Class,Illinois,Paper,0.2,$0.01K
Office Supplies,Irving,United States,JS-15880,John Stevenson,Xerox,14-07-2021,US-2021-115483,75061,Xerox 1914,Central,Consumer,CON,FALSE,18-07-2021,Second Class,Texas,Paper,0.2,$0.08K
Office Supplies,Dallas,United States,NS-18505,Neola Schneider,Sterilite,24-11-2021,US-2021-128531,75217,Sterilite Officeware Hinged File Box,Central,Consumer,CON,FALSE,26-11-2021,Second Class,Texas,Storage,0.2,$0.00K
Office Supplies,Chicago,United States,GH-14665,Greg Hansen,Acme,17-11-2020,US-2020-163090,60610,Acme Box Cutter Scissors,Central,Consumer,CON,FALSE,21-11-2020,Second Class,Illinois,Supplies,0.2,$0.00K
Office Supplies,Chicago,United States,HA-14920,Helen Andreada,Xerox,11-09-2022,US-2022-117044,60623,Xerox 1927,Central,Consumer,CON,TRUE,13-09-2022,Second Class,Illinois,Paper,0.2,$0.01K
Office Supplies,League City,United States,MB-17305,Maria Bertelson,Bulldog,09-10-2022,US-2022-163125,77573,Bulldog Vacuum Base Pencil Sharpener,Central,Consumer,CON,TRUE,11-10-2022,Second Class,Texas,Art,0.2,$0.01K
Office Supplies,Houston,United States,CM-12445,Chuck Magee,Other,20-10-2021,US-2021-133697,77095,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Central,Consumer,CON,FALSE,24-10-2021,Second Class,Texas,Paper,0.2,$0.02K
Office Supplies,College Station,United States,MM-17920,Michael Moore,Adams,23-12-2022,US-2022-121216,77840,Spiral Phone Message Books with Labels by Adams,Central,Consumer,CON,TRUE,25-12-2022,Second Class,Texas,Paper,0.2,$0.01K
Office Supplies,Dallas,United States,CS-11860,Cari Schnelling,Avery,19-10-2020,US-2020-150413,75220,Avery Printable Repositionable Plastic Tabs,Central,Consumer,CON,FALSE,24-10-2020,Second Class,Texas,Binders,0.8,$0.00K
Office Supplies,Dallas,United States,LC-17140,Logan Currie,Eureka,17-12-2022,US-2022-116701,75220,Eureka Sanitaire  Commercial Upright,Central,Consumer,CON,TRUE,21-12-2022,Second Class,Texas,Appliances,0.8,-$0.18K
Office Supplies,El Paso,United States,TS-21655,Trudy Schmidt,Hoover,02-01-2022,US-2022-147207,79907,Hoover Commercial SteamVac,Central,Consumer,CON,TRUE,04-01-2022,Second Class,Texas,Appliances,0.8,-$0.01K
Office Supplies,Chicago,United States,RL-19615,Rob Lucas,Other,12-07-2020,US-2020-126557,60610,Tuff Stuff Recycled Round Ring Binders,Central,Consumer,CON,FALSE,17-07-2020,Second Class,Illinois,Binders,0.8,$0.00K
Office Supplies,Chicago,United States,MS-17365,Maribeth Schnelling,Other,05-03-2020,US-2020-140221,60653,"Performers Binder/Pad Holder, Black",Central,Consumer,CON,FALSE,09-03-2020,Second Class,Illinois,Binders,0.8,-$0.02K
Office Supplies,Chicago,United States,CC-12670,Craig Carreira,Cardinal,16-12-2021,US-2021-100419,60610,Cardinal Hold-It CD Pocket,Central,Consumer,CON,FALSE,20-12-2021,Second Class,Illinois,Binders,0.8,-$0.01K
Office Supplies,San Antonio,United States,DM-13015,Darrin Martin,Storex,23-10-2022,US-2022-105389,78207,Storex Dura Pro Binders,Central,Consumer,CON,TRUE,28-10-2022,Second Class,Texas,Binders,0.8,-$0.01K
Office Supplies,Houston,United States,SJ-20500,Shirley Jackson,Acco,21-04-2022,US-2022-152366,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,Consumer,CON,TRUE,25-04-2022,Second Class,Texas,Appliances,0.8,-$0.24K
Office Supplies,San Angelo,United States,JM-15865,John Murray,Acco,01-12-2021,US-2021-130393,76903,Acco 6 Outlet Guardian Premium Surge Suppressor,Central,Consumer,CON,FALSE,03-12-2021,Second Class,Texas,Appliances,0.8,-$0.03K
Office Supplies,Tyler,United States,LH-17020,Lisa Hazard,GBC,08-09-2019,US-2019-115987,75701,GBC ProClick Punch Binding System,Central,Consumer,CON,FALSE,13-09-2019,Second Class,Texas,Binders,0.8,-$0.08K
Office Supplies,Waco,United States,CB-12025,Cassandra Brandow,Ibico,05-02-2022,US-2022-131282,76706,Ibico Hi-Tech Manual Binding System,Central,Consumer,CON,TRUE,08-02-2022,Second Class,Texas,Binders,0.8,-$0.43K
Office Supplies,Chicago,United States,MS-17365,Maribeth Schnelling,Avanti,05-03-2020,US-2020-140221,60653,Avanti 4.4 Cu. Ft. Refrigerator,Central,Consumer,CON,FALSE,09-03-2020,Second Class,Illinois,Appliances,0.8,-$0.47K
Office Supplies,Houston,United States,JS-16030,Joy Smith,Other,02-12-2022,US-2022-147221,77036,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumer,CON,TRUE,04-12-2022,Second Class,Texas,Appliances,0.8,-$0.77K
Office Supplies,Beaumont,United States,TB-21520,Tracy Blumstein,GBC,17-10-2019,US-2019-124394,77705,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Central,Consumer,CON,FALSE,22-10-2019,Second Class,Texas,Binders,0.8,-$0.02K
Office Supplies,Houston,United States,PT-19090,Pete Takahito,Wilson Jones,12-09-2019,US-2019-150924,77070,Wilson Jones Impact Binders,Central,Consumer,CON,FALSE,16-09-2019,Second Class,Texas,Binders,0.8,-$0.01K
Office Supplies,Houston,United States,SC-20725,Steven Cartwright,Other,26-09-2020,US-2020-161991,77070,Round Ring Binders,Central,Consumer,CON,FALSE,28-09-2020,Second Class,Texas,Binders,0.8,$0.00K
Office Supplies,Houston,United States,TC-21295,Toby Carlisle,Wilson Jones,14-11-2022,US-2022-142489,77095,Wilson Jones Legal Size Ring Binders,Central,Consumer,CON,TRUE,16-11-2022,Second Class,Texas,Binders,0.8,-$0.03K
Office Supplies,Naperville,United States,VS-21820,Vivek Sundaresam,Avery,24-05-2020,US-2020-165512,60540,Avery Heavy-Duty EZD View Binder with Locking Rings,Central,Consumer,CON,FALSE,26-05-2020,Second Class,Illinois,Binders,0.8,-$0.01K
Office Supplies,Chicago,United States,EP-13915,Emily Phan,Premier,03-09-2022,US-2022-122637,60653,"Premier Elliptical Ring Binder, Black",Central,Consumer,CON,TRUE,08-09-2022,Second Class,Illinois,Binders,0.8,-$0.07K
Office Supplies,College Station,United States,MM-17920,Michael Moore,Acco,23-12-2022,US-2022-121216,77840,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Central,Consumer,CON,TRUE,25-12-2022,Second Class,Texas,Appliances,0.8,-$0.07K
Office Supplies,Chicago,United States,EG-13900,Emily Grady,Other,31-03-2022,US-2022-114524,60623,"SlimView Poly Binder, 3/8""",Central,Consumer,CON,TRUE,05-04-2022,Second Class,Illinois,Binders,0.8,-$0.02K
Office Supplies,Rockville,United States,SG-20470,Sheri Gordon,GBC,02-10-2020,US-2020-140375,20852,GBC Plastic Binding Combs,East,Consumer,CON,FALSE,05-10-2020,Second Class,Maryland,Binders,0,$0.00K
Office Supplies,New York City,United States,DB-13405,Denny Blanton,Avery,17-03-2022,US-2022-140949,10011,Avery 486,East,Consumer,CON,TRUE,22-03-2022,Second Class,New York,Labels,0,$0.00K
Office Supplies,Everett,United States,SF-20065,Sandra Flanagan,Xerox,01-11-2022,US-2022-104136,2149,Xerox 1893,East,Consumer,CON,TRUE,04-11-2022,Second Class,Massachusetts,Paper,0,$0.02K
Office Supplies,New York City,United States,RM-19750,Roland Murray,Xerox,06-03-2022,US-2022-168193,10011,Xerox 1883,East,Consumer,CON,TRUE,11-03-2022,Second Class,New York,Paper,0,$0.01K
Office Supplies,Meriden,United States,TB-21055,Ted Butterfield,Other,02-09-2022,US-2022-145037,6450,Crate-A-Files,East,Consumer,CON,TRUE,07-09-2022,Second Class,Connecticut,Storage,0,$0.00K
Office Supplies,Lawrence,United States,DB-13405,Denny Blanton,Other,08-08-2020,US-2020-129322,1841,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",East,Consumer,CON,FALSE,10-08-2020,Second Class,Massachusetts,Appliances,0,$0.03K
Office Supplies,Paterson,United States,BP-11155,Becky Pak,Other,28-06-2021,US-2021-154767,7501,Disposable Triple-Filter Dust Bags,East,Consumer,CON,FALSE,30-06-2021,Second Class,New Jersey,Appliances,0,$0.00K
Office Supplies,Everett,United States,CL-11890,Carl Ludwig,Avery,15-09-2022,US-2022-121888,2149,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",East,Consumer,CON,TRUE,17-09-2022,Second Class,Massachusetts,Art,0,$0.01K
Office Supplies,Lawrence,United States,DB-13405,Denny Blanton,Boston,08-08-2020,US-2020-129322,1841,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",East,Consumer,CON,FALSE,10-08-2020,Second Class,Massachusetts,Art,0,$0.01K
Office Supplies,Buffalo,United States,KT-16480,Kean Thornton,Other,31-10-2020,US-2020-132570,14215,Design Ebony Sketching Pencil,East,Consumer,CON,FALSE,02-11-2020,Second Class,New York,Art,0,$0.00K
Office Supplies,New York City,United States,MM-18055,Michelle Moray,Newell,15-07-2022,US-2022-164378,10024,Newell 349,East,Consumer,CON,TRUE,18-07-2022,Second Class,New York,Art,0,$0.00K
Office Supplies,Baltimore,United States,HF-14995,Herbert Flentye,Acco,03-09-2021,US-2021-147711,21215,Acco Expandable Hanging Binders,East,Consumer,CON,FALSE,08-09-2021,Second Class,Maryland,Binders,0,$0.01K
Office Supplies,Paterson,United States,BP-11155,Becky Pak,Ibico,28-06-2021,US-2021-154767,7501,Ibico Presentation Index for Binding Systems,East,Consumer,CON,FALSE,30-06-2021,Second Class,New Jersey,Binders,0,$0.00K
Office Supplies,Cranston,United States,AM-10705,Anne McFarland,GBC,31-10-2019,US-2019-145387,2920,GBC Recycled VeloBinder Covers,East,Consumer,CON,FALSE,02-11-2019,Second Class,Rhode Island,Binders,0,$0.02K
Office Supplies,Wilmington,United States,PW-19240,Pierre Wener,Staple envelope,23-11-2020,US-2020-144274,19805,Staple envelope,East,Consumer,CON,FALSE,25-11-2020,Second Class,Delaware,Envelopes,0,$0.01K
Office Supplies,Buffalo,United States,KT-16480,Kean Thornton,Other,31-10-2020,US-2020-132570,14215,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",East,Consumer,CON,FALSE,02-11-2020,Second Class,New York,Envelopes,0,$0.04K
Office Supplies,Vineland,United States,CA-12775,Cynthia Arntzen,Smead,12-05-2022,US-2022-122175,8360,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,East,Consumer,CON,TRUE,14-05-2022,Second Class,New Jersey,Labels,0,$0.00K
Office Supplies,Paterson,United States,BP-11155,Becky Pak,Xerox,28-06-2021,US-2021-154767,7501,Xerox 1960,East,Consumer,CON,FALSE,30-06-2021,Second Class,New Jersey,Paper,0,$0.03K
Office Supplies,New York City,United States,BD-11635,Brian Derr,Xerox,05-12-2020,US-2020-110814,10009,Xerox 188,East,Consumer,CON,FALSE,09-12-2020,Second Class,New York,Paper,0,$0.01K
Office Supplies,New York City,United States,LD-17005,Lisa DeCherney,Other,29-09-2019,US-2019-124856,10011,White Computer Printout Paper by Universal,East,Consumer,CON,FALSE,03-10-2019,Second Class,New York,Paper,0,$0.04K
Office Supplies,New York City,United States,CD-12280,Christina DeMoss,Other,05-11-2022,US-2022-102925,10024,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",East,Consumer,CON,TRUE,10-11-2022,Second Class,New York,Paper,0,$0.05K
Office Supplies,New York City,United States,CD-12280,Christina DeMoss,Xerox,05-11-2022,US-2022-102925,10024,Xerox 202,East,Consumer,CON,TRUE,10-11-2022,Second Class,New York,Paper,0,$0.01K
Office Supplies,New York City,United States,MM-18055,Michelle Moray,Adams,15-07-2022,US-2022-164378,10024,Spiral Phone Message Books with Labels by Adams,East,Consumer,CON,TRUE,18-07-2022,Second Class,New York,Paper,0,$0.00K
Office Supplies,New York City,United States,ND-18370,Natalie DeCherney,Easy-staple paper,13-07-2020,US-2020-114069,10035,Easy-staple paper,East,Consumer,CON,FALSE,15-07-2020,Second Class,New York,Paper,0,$0.00K
Office Supplies,Cranston,United States,AM-10705,Anne McFarland,Other,31-10-2019,US-2019-145387,2920,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",East,Consumer,CON,FALSE,02-11-2019,Second Class,Rhode Island,Paper,0,$0.00K
Office Supplies,Rochester,United States,HL-15040,Hunter Lopez,Other,03-10-2022,US-2022-134607,14609,X-Rack File for Hanging Folders,East,Consumer,CON,TRUE,08-10-2022,Second Class,New York,Storage,0,$0.01K
Office Supplies,Vineland,United States,CA-12775,Cynthia Arntzen,Acme,12-05-2022,US-2022-122175,8360,Acme Titanium Bonded Scissors,East,Consumer,CON,TRUE,14-05-2022,Second Class,New Jersey,Supplies,0,$0.00K
Office Supplies,Franklin,United States,EJ-14155,Eva Jacobs,Honeywell,01-12-2021,US-2021-142594,2038,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,East,Consumer,CON,FALSE,06-12-2021,Second Class,Massachusetts,Appliances,0,$0.30K
Office Supplies,Morristown,United States,AT-10735,Annie Thurman,Newell,23-11-2020,US-2020-123113,7960,Newell 315,East,Consumer,CON,FALSE,27-11-2020,Second Class,New Jersey,Art,0,$0.00K
Office Supplies,Auburn,United States,RB-19360,Raymond Buch,Other,01-04-2021,US-2021-166674,13021,50 Colored Long Pencils,East,Consumer,CON,FALSE,03-04-2021,Second Class,New York,Art,0,$0.01K
Office Supplies,Auburn,United States,RB-19360,Raymond Buch,Newell,01-04-2021,US-2021-166674,13021,Newell 342,East,Consumer,CON,FALSE,03-04-2021,Second Class,New York,Art,0,$0.00K
Office Supplies,Auburn,United States,RB-19360,Raymond Buch,Newell,01-04-2021,US-2021-166674,13021,Newell 345,East,Consumer,CON,FALSE,03-04-2021,Second Class,New York,Art,0,$0.02K
Office Supplies,New York City,United States,DL-13330,Denise Leinenbach,BIC,28-10-2021,US-2021-125815,10009,BIC Brite Liner Highlighters,East,Consumer,CON,FALSE,01-11-2021,Second Class,New York,Art,0,$0.01K
Office Supplies,New York City,United States,RP-19390,Resi Pölking,Other,27-11-2022,US-2022-103352,10011,American Pencil,East,Consumer,CON,TRUE,30-11-2022,Second Class,New York,Art,0,$0.00K
Office Supplies,New York City,United States,ZC-21910,Zuschuss Carroll,Panasonic,11-05-2022,US-2022-115322,10024,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,East,Consumer,CON,TRUE,16-05-2022,Second Class,New York,Art,0,$0.01K
Office Supplies,New York City,United States,JH-15820,John Huston,Other,28-03-2020,US-2020-133536,10009,Security-Tint Envelopes,East,Consumer,CON,FALSE,30-03-2020,Second Class,New York,Envelopes,0,$0.01K
Office Supplies,New York City,United States,CK-12595,Clytie Kelty,Staple envelope,12-03-2021,US-2021-119683,10024,Staple envelope,East,Consumer,CON,FALSE,16-03-2021,Second Class,New York,Envelopes,0,$0.01K
Office Supplies,New York City,United States,MS-17365,Maribeth Schnelling,Other,04-12-2020,US-2020-130659,10035,Wausau Papers Astrobrights Colored Envelopes,East,Consumer,CON,FALSE,09-12-2020,Second Class,New York,Envelopes,0,$0.01K
Office Supplies,New York City,United States,LD-17005,Lisa DeCherney,Avery,29-09-2019,US-2019-124856,10011,Avery 48,East,Consumer,CON,FALSE,03-10-2019,Second Class,New York,Labels,0,$0.01K
Office Supplies,New York City,United States,BF-11080,Bart Folk,Avery,05-12-2022,US-2022-117128,10024,Avery 52,East,Consumer,CON,TRUE,08-12-2022,Second Class,New York,Labels,0,$0.01K
Office Supplies,New York City,United States,MM-18055,Michelle Moray,Avery,15-07-2022,US-2022-164378,10024,Avery 509,East,Consumer,CON,TRUE,18-07-2022,Second Class,New York,Labels,0,$0.00K
Office Supplies,New York City,United States,RF-19735,Roland Fjeld,Avery,18-04-2020,US-2020-134271,10024,Avery 486,East,Consumer,CON,FALSE,23-04-2020,Second Class,New York,Labels,0,$0.01K
Office Supplies,Meriden,United States,TB-21055,Ted Butterfield,Xerox,02-09-2022,US-2022-145037,6450,Xerox 1890,East,Consumer,CON,TRUE,07-09-2022,Second Class,Connecticut,Paper,0,$0.07K
Office Supplies,Baltimore,United States,CC-12475,Cindy Chapman,Other,30-09-2022,US-2022-144225,21215,Green Bar Computer Printout Paper,East,Consumer,CON,TRUE,02-10-2022,Second Class,Maryland,Paper,0,$0.08K
Office Supplies,Rockville,United States,SG-20470,Sheri Gordon,Xerox,02-10-2020,US-2020-140375,20852,Xerox 202,East,Consumer,CON,FALSE,05-10-2020,Second Class,Maryland,Paper,0,$0.01K
Office Supplies,Quincy,United States,TB-21055,Ted Butterfield,Xerox,27-08-2021,US-2021-145982,2169,Xerox 1919,East,Consumer,CON,FALSE,01-09-2021,Second Class,Massachusetts,Paper,0,$0.06K
Office Supplies,New York City,United States,DL-13315,Delfina Latchford,Xerox,08-12-2022,US-2022-145226,10035,Xerox 1996,East,Consumer,CON,TRUE,10-12-2022,Second Class,New York,Paper,0,$0.01K
Office Supplies,Auburn,United States,RB-19360,Raymond Buch,Fellowes,01-04-2021,US-2021-166674,13021,Fellowes Bankers Box Recycled Super Stor/Drawer,East,Consumer,CON,FALSE,03-04-2021,Second Class,New York,Storage,0,$0.01K
Office Supplies,New York City,United States,CC-12670,Craig Carreira,SAFCO,01-12-2022,US-2022-163139,10009,Safco Industrial Shelving,East,Consumer,CON,TRUE,03-12-2022,Second Class,New York,Storage,0,$0.01K
Office Supplies,New York City,United States,DB-13405,Denny Blanton,Tenex,17-03-2022,US-2022-140949,10011,"Tenex File Box, Personal Filing Tote with Lid, Black",East,Consumer,CON,TRUE,22-03-2022,Second Class,New York,Storage,0,$0.01K
Office Supplies,New York City,United States,AZ-10750,Annie Zypern,Other,12-05-2020,US-2020-130876,10024,Portable Personal File Box,East,Consumer,CON,FALSE,16-05-2020,Second Class,New York,Storage,0,$0.01K
Office Supplies,New York City,United States,FM-14380,Fred McMath,Rogers,17-06-2021,US-2021-145842,10024,"Rogers Jumbo File, Granite",East,Consumer,CON,FALSE,20-06-2021,Second Class,New York,Storage,0,$0.00K
Office Supplies,New York City,United States,JG-15160,James Galang,Other,05-12-2021,US-2021-108434,10024,"Dual Level, Single-Width Filing Carts",East,Consumer,CON,FALSE,07-12-2021,Second Class,New York,Storage,0,$0.12K
Office Supplies,New York City,United States,DL-13315,Delfina Latchford,SAFCO,08-12-2022,US-2022-145226,10035,Safco Industrial Wire Shelving System,East,Consumer,CON,TRUE,10-12-2022,Second Class,New York,Storage,0,$0.00K
Office Supplies,Paterson,United States,BP-11155,Becky Pak,Holmes,28-06-2021,US-2021-154767,7501,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",East,Consumer,CON,FALSE,30-06-2021,Second Class,New Jersey,Appliances,0,$0.12K
Office Supplies,Wilmington,United States,PW-19240,Pierre Wener,Sanford,23-11-2020,US-2020-144274,19805,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",East,Consumer,CON,FALSE,25-11-2020,Second Class,Delaware,Art,0,$0.01K
Office Supplies,Quincy,United States,TB-21055,Ted Butterfield,Other,27-08-2021,US-2021-145982,2169,Staples,East,Consumer,CON,FALSE,01-09-2021,Second Class,Massachusetts,Fasteners,0,$0.01K
Office Supplies,Meriden,United States,TB-21055,Ted Butterfield,Xerox,02-09-2022,US-2022-145037,6450,Xerox 191,East,Consumer,CON,TRUE,07-09-2022,Second Class,Connecticut,Paper,0,$0.04K
Office Supplies,New York City,United States,DN-13690,Duane Noonan,Xerox,08-10-2019,US-2019-119977,10011,Xerox 197,East,Consumer,CON,FALSE,13-10-2019,Second Class,New York,Paper,0,$0.06K
Office Supplies,New York City,United States,TB-21250,Tim Brockman,Xerox,09-10-2020,US-2020-141040,10024,Xerox 1895,East,Consumer,CON,FALSE,13-10-2020,Second Class,New York,Paper,0,$0.01K
Office Supplies,Providence,United States,BD-11320,Bill Donatelli,Xerox,12-04-2022,US-2022-122735,2908,Xerox 1948,East,Consumer,CON,TRUE,15-04-2022,Second Class,Rhode Island,Paper,0,$0.02K
Office Supplies,New York City,United States,DL-13315,Delfina Latchford,Iris,08-12-2022,US-2022-145226,10035,Iris Project Case,East,Consumer,CON,TRUE,10-12-2022,Second Class,New York,Storage,0,$0.01K
Office Supplies,Cranston,United States,AM-10705,Anne McFarland,Other,31-10-2019,US-2019-145387,2920,Lumber Crayons,East,Consumer,CON,FALSE,02-11-2019,Second Class,Rhode Island,Art,0,$0.02K
Office Supplies,Quincy,United States,TB-21055,Ted Butterfield,Wilson Jones,27-08-2021,US-2021-145982,2169,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",East,Consumer,CON,FALSE,01-09-2021,Second Class,Massachusetts,Binders,0,$0.01K
